label,phrase
0.59722,one-night
0.5,swim
0.61111,raucously
0.34722,uncomfortable
0.61111,surprised
0.52778,tones
0.66667,surrealistic
0.54167,rudimentary
0.65278,Python
0.5,cartoons
0.5,drawings
0.5,photographs
0.5,paste
0.44444,flat-out
0.65278,Canada
0.55556,arctic
0.44444,frozen
0.5,tundra
0.5,breathes
0.5,private
0.52778,Inuit
0.5,levels
0.5,B眉ttner
0.5,implies
0.5,wake
0.40278,intractable
0.48611,irreversible
0.59722,Alternately
0.20833,aggravating
0.38889,scathing
0.77778,joyous
0.88889,masterpeice
0.51389,messages
0.51389,tolerance
0.56944,diversity
0.48611,drawn
0.61111,robustness
0.52778,bloodletting
0.5,legal
0.59722,Ireland
0.5,raise
0.48611,remember
0.5,Hartley
0.58333,satirical
0.25,suffocating
0.22222,senseless
0.125,morbid
0.5,buttons
0.44444,push
0.52778,constantly
0.55556,rug
0.5,underneath
0.5,plunging
0.45833,Insanely
0.76389,laughed
0.51389,Anyone
0.33333,suffered
0.5,martinet
0.5,instructor
0.69444,fantasized
0.25,unhappy
0.45833,tormentor
0.55556,deserved
0.38889,implosion
0.51389,explosion
0.5,evenings
0.5,Stitch
0.5,watercolor
0.5,Dumbo
0.55556,directing
0.27778,awkward
0.52778,ready-made
0.5,midnight
0.20833,cold
0.5,conditions
0.5,goofy
0.51389,scratching
0.5,Bowling
0.5,Columbine
0.5,infused
0.54167,sensibility
0.45833,two-wrongs-make-a-right
0.31944,loses
0.48611,Screenwriting
0.41667,Dummies
0.56944,conformity
0.5,Talk
0.55556,Her
0.51389,Star\/producer
0.5,Julie
0.44444,inherent
0.61111,titular
0.5,paintings
0.5,labor
0.56944,strikes
0.5,chord
0.68056,kid-empowerment
0.54167,brains
0.69444,coherent
0.61111,sharply
0.5,gong
0.5,Guzm谩n
0.47222,frustratingly
0.38889,Pinochet
0.5,material
0.5,monsters
0.36111,vengeance
0.59722,Oleander
0.5,rolling
0.59722,spring
0.5,directly
0.59722,exalts
0.48611,Marxian
0.77778,dream
0.72222,harmoniously
0.55556,joined
0.5,1984
0.5,uncut
0.5,Sergio
0.5,Leone
0.56944,staggering
0.5,Upon
0.81944,insightfully
0.5,choice
0.51389,assuming
0.5,air-conditioning
0.5,properly
0.61111,topic
0.5,Galinsky
0.5,Hawley
0.48611,planned
0.61111,documentarian
0.5,rope
0.51389,snaps
0.5,starring
0.5,Wesley
0.5,Snipes
0.48611,compulsive
0.51389,Metro
0.63889,strategies
0.375,deceptions
0.51389,Tavernier
0.63889,inimitable
0.72222,tenderness
0.41667,discontent
0.5,Return
0.66667,reliable
0.47222,Suffice
0.55556,acquainted
0.5,tiniest
0.5,wife
0.5,Tarantino
0.5,Alias
0.61111,detailed
0.5,executed
0.81944,Marvelously
0.58333,deliriously
0.61111,reverent
0.75,remembrance
0.56944,Deserves
0.5,Nanook
0.61111,landmark
0.27778,Murderous
0.5,Maids
0.29167,punches
0.5,Papin
0.5,sister
0.5,led
0.40278,notorious
0.36111,infamy
0.83333,inspiration
0.54167,fringes
0.5,underground
0.55556,Sweetest
0.43056,tendencies
0.63889,saving
0.625,reflect
0.54167,point-of-view
0.40278,lightweight
0.5,oozing
0.73611,attractive
0.45833,wind-in-the-hair
0.52778,Fans
0.5,critics
0.27778,murky
0.34722,brooding
0.45833,dangerously
0.5,revelations
0.5,machines
0.58333,curtains
0.625,explosive
0.73611,create
0.375,Confounding
0.5,solemnly
0.61111,advances
0.55556,daringly
0.19444,preposterous
0.58333,thesis
0.5,Acting
0.5,Fulford-Wierzbicki
0.63889,wise-beyond-her-years
0.55556,wild
0.625,juiced
0.59722,synergistic
0.5,typically
0.52778,carefully
0.66667,encouraging
0.38889,needlessly
0.22222,downbeat
0.5,heavy
0.5,preceded
0.375,neo-Nazism
0.5,probe
0.5,nature
0.55556,faith
0.51389,attempts
0.54167,heal
0.5,1989
0.55556,prefer
0.69444,zinger-filled
0.86111,crowd-pleaser
0.55556,open-minded
0.5,Elvis
0.5,Diggs
0.5,Lathan
0.5,reasons
0.5,Sugar
0.52778,Entirely
0.73611,well-paced
0.5,dare
0.68056,flexible
0.91667,Terrific
0.43056,Nadia
0.5,Russian
0.5,mail-order
0.56944,bride
0.44444,kittenish
0.45833,accumulates
0.69444,layers
0.63889,unflappable
0.56944,decadent
0.44444,urbanity
0.5,Everett
0.5,Wildean
0.5,Firth
0.44444,re-release
0.5,Ron
0.5,Howard
0.5,Apollo
0.54167,packages
0.68056,honesty
0.75,Wonderful
0.5,fencing
0.5,eminently
0.47222,linear
0.47222,makeup-deep
0.44444,ties
0.55556,efficiency
0.52778,comic-book
0.55556,adaptations
0.72222,superior
0.625,Smart
0.5,Thirteen
0.5,pearls
0.5,clicking
0.5,We
0.5,wintry
0.44444,1899
0.55556,Cinematic
0.54167,old-world
0.5,managing
0.72222,charismatic
0.66667,rising
0.51389,Jake
0.5,winners
0.66667,Susan
0.5,Dustin
0.54167,Holly
0.5,Hunter
0.5,Ellen
0.5,Pompeo
0.5,aplomb
0.5,documentaries
0.97222,phenomenal
0.5,Ian
0.61111,conquers
0.625,earthy
0.5,Napoleon
0.22222,fat
0.55556,Ah
0.63889,Sports
0.51389,characterizations
0.55556,Directors
0.5,Brett
0.5,Morgen
0.5,Nanette
0.5,Burstein
0.51389,biographical
0.51389,fantasia
0.5,subtitled
0.5,remote
0.5,African
0.51389,empire
0.40278,guns
0.5,internal
0.43056,combustion
0.5,engine
0.44444,thump
0.52778,pastry
0.63889,Country
0.5,Bears
0.69444,amused
0.58333,groan-to-guffaw
0.5,ratio
0.5,LaBute
0.54167,balances
0.55556,Traditional
0.52778,Modern
0.5,overwhelms
0.5,Something
0.47222,Irwin
0.79167,wildlife
0.5,environs
0.5,teach
0.125,sloppy
0.375,slap
0.5,simultaneously
0.44444,scares
0.47222,ominous
0.61111,pervasive
0.5,unknown
0.47222,threat
0.5,lurks
0.52778,constant
0.43056,mindset
0.54167,suspense
0.48611,Cut
0.40278,insular
0.25,clich茅s
0.63889,dedicated
0.5,rail
0.56944,ongoing
0.55556,unprecedented
0.44444,construction
0.5,heads
0.51389,physically
0.22222,Contradicts
0.5,nowadays
0.51389,handling
0.5,handles
0.55556,geeked
0.5,Testud
0.5,Parmentier
0.5,Filmmaker
0.5,Stacy
0.5,Peralta
0.5,jell
0.5,Sean
0.55556,Penn
0.31944,monotone
0.5,narration
0.72222,respects
0.65278,sentimentalizing
0.72222,elevate
0.66667,Glory
0.59722,ilk
0.59722,notably
0.56944,presence
0.5,chills
0.59722,atmospheric
0.375,weirdness
0.5,behavior
0.61111,Rises
0.40278,oh-so-Hollywood
0.5,rejiggering
0.52778,unabashed
0.66667,esoteric
0.47222,musings
0.625,grownups
0.5,Ming-liang
0.47222,ghosts
0.11111,painfully
0.43056,aware
0.43056,not-being
0.52778,Leaping
0.5,Songs
0.54167,Second
0.51389,Floor
0.47222,randomness
0.75,lively
0.5,Nicolas
0.5,Cage
0.5,apology
0.79167,all-powerful
0.51389,pop-cyber
0.5,feeds
0.48611,Bjorkness
0.52778,underrated
0.63889,professionals
0.5,deserve
0.66667,receive
0.5,verge
0.22222,bizarre
0.55556,winds
0.70833,character-oriented
0.58333,127
0.5,El
0.5,Crimen
0.5,Padre
0.5,Amaro
0.51389,despairing
0.22222,corruption
0.56944,establishment
0.55556,in-depth
0.5,developments
0.5,university
0.5,departments
0.55556,instantly
0.66667,recognizable
0.5,drawing
0.34722,Leave
0.48611,Sayles
0.5,developers
0.5,Chamber
0.5,Commerce
0.5,tourism
0.55556,pageants
0.5,commercialism
0.44444,neglecting
0.5,minute
0.66667,Reign
0.33333,Fire
0.5,all-time
0.5,apocalypse
0.5,canvas
0.5,brush
0.5,Smokey
0.51389,Robinson
0.48611,worm
0.5,law
0.48611,enforcement
0.16667,nasty
0.5,Hades
0.33333,halfhearted
0.65278,zeal
0.5,8th
0.65278,grade
0.68056,delving
0.5,Hey
0.55556,offbeat
0.52778,resistance
0.56944,proficient
0.59722,singularly
0.36111,cursory
0.55556,feral
0.5,Bette
0.45833,word-of-mouth
0.5,reviews
0.55556,studio
0.34722,Slow
0.58333,ponderous
0.5,Rohmer
0.5,indoor
0.52778,totally
0.38889,weirded
0.5,notion
0.51389,community-therapy
0.375,disorienting
0.5,Austin
0.5,Powers
0.5,Tattoo
0.5,Seven
0.5,maintain
0.54167,human-scale
0.29167,suck
0.5,outer
0.29167,raunch
0.5,brio
0.5,Elvira
0.55556,canny
0.38889,gruesome
0.25,sociopath
0.44444,scariest
0.38889,sadists
0.51389,credited
0.61111,Fast-paced
0.61111,bracing
0.58333,unblinking
0.52778,serves
0.44444,elegy
0.48611,Hashiguchi
0.5,evoke
0.5,bustling
0.51389,atop
0.54167,grab
0.5,lump
0.47222,Play-Doh
0.5,harder
0.41667,slip
0.5,fingers
0.72222,bliss
0.5,Few
0.44444,conflagration
0.5,Nesbitt
0.59722,Cooper
0.51389,bullets
0.51389,flying
0.51389,procession
0.76389,reinvigorated
0.38889,retelling
0.61111,Alexandre
0.44444,Why
0.5,Kevin
0.5,Reynolds
0.22222,F
0.5,soundtrack
0.54167,unconventional
0.61111,blazingly
0.5,Shiri
0.5,sneaks
0.55556,Provides
0.44444,therapy
0.55556,sanctimony
0.45833,self-hatred
0.63889,self-determination
0.5,guy
0.59722,amiably
0.5,Overall
0.94444,well-meaning
0.27778,patronizing
0.45833,masked
0.44444,injustice
0.44444,exploit
0.5,arrives
0.5,margin
0.55556,travel
0.5,Jeong-Hyang
0.45833,deceptively
0.54167,hoot
0.52778,morning
0.45833,pseudo-educational
0.58333,shaggy
0.25,drags
0.25,forced
0.875,breathtaking
0.55556,commentary
0.59722,provided
0.5,life-size
0.5,reenactment
0.5,tracts
0.5,hippie
0.5,tossed
0.5,lake
0.5,fire
0.47222,Grainy
0.44444,mars
0.51389,letter
0.38889,slain
0.5,rappers
0.5,taunt
0.52778,recovered
0.375,sights
0.68056,wondrous
0.5,Daily
0.29167,struggles
0.5,usurp
0.44444,preaching
0.65278,fuzzy
0.5,downtown
0.55556,candy
0.81944,Clever
0.45833,barbs
0.47222,Slap
0.61111,contemporary
0.5,southern
0.55556,adolescence
0.40278,pill
0.66667,miracle
0.52778,self-expression
0.61111,Sex
0.44444,confuse
0.5,Compared
0.33333,flops
0.48611,RunTelDat
0.52778,fingering
0.61111,solutions
0.58333,scratches
0.44444,itch
0.5,director\/co-writer
0.5,Jacques
0.52778,Audiard
0.55556,country
0.59722,belongs
0.38889,rank
0.61111,Delivers
0.58333,razzle-dazzle
0.48611,Vincent
0.58333,Gallo
0.55556,shocker
0.45833,weirdo
0.54167,Fierce
0.38889,glaring
0.5,Cletis
0.5,studied
0.44444,dependent
0.48611,contraption
0.63889,clean
0.625,kid-friendly
0.5,investigate
0.5,Either
0.65278,mothers
0.375,sociopaths
0.75,gripping
0.65278,Effective
0.52778,Margarita
0.76389,Happy
0.52778,auspicious
0.5,Chaiken
0.5,arrive
0.69444,filling
0.75,lighthearted
0.65278,glow
0.27778,impudent
0.51389,snickers
0.44444,dose
0.5,humankind
0.5,Standing
0.5,Yourself
0.5,medium
0.56944,perception
0.52778,unmistakably
0.69444,fast-moving
0.5,Rehearsals
0.51389,Dance
0.55556,fulfills
0.5,facet
0.5,mission
0.5,unhurried
0.55556,controlled
0.5,resonances
0.5,ironically
0.40278,distanced
0.73611,one-of-a-kind
0.59722,instrument
0.5,scrapbook
0.48611,Arnie
0.56944,musclefest
0.61111,resonance
0.38889,insultingly
0.52778,simplistic
0.51389,tackles
0.5,response
0.5,hinge
0.5,Amy
0.29167,Bloody
0.5,Sunday
0.44444,prevention
0.65278,accomplishes
0.51389,dominate
0.625,bittersweet
0.5,scene
0.61111,Faithful
0.45833,shrill
0.5,Walk
0.5,Remember
0.58333,nuance
0.5,characterization
0.375,marred
0.51389,inexplicable
0.375,distracting
0.38889,blunder
0.5,paying
0.47222,guess
0.33333,unassuming
0.66667,appreciates
0.45833,one-liners
0.68056,snappy
0.38889,volatile
0.52778,opportunities
0.70833,rewarded
0.58333,anchored
0.875,splendid
0.55556,honored
0.59722,transform
0.5,mother\/daughter
0.51389,Fathers
0.44444,bonds
0.5,received
0.47222,techno-sex
0.47222,weirder
0.52778,nurtures
0.65278,multi-layers
0.55556,gamble
0.72222,embraced
0.58333,reflective
0.51389,Walter
0.5,Hill
0.38889,hypermasculine
0.58333,vitality
0.5,hands
0.5,heady
0.5,jumble
0.5,undertaking
0.55556,coheres
0.54167,serviceable
0.48611,half-bad
0.5,Almost
0.5,believes
0.56944,Addams
0.38889,hanging
0.54167,barbershop
0.5,Chances
0.5,Lucas
0.66667,visionary
0.47222,Can
0.54167,viewed
0.52778,composition
0.5,Every
0.54167,individual
0.5,beliefs
0.30556,prejudices
0.5,peace
0.52778,tolerate
0.51389,redneck-versus-blueblood
0.5,trades
0.5,Alabama
0.52778,Jeff
0.5,Foxworthy
0.51389,Shaw
0.5,icon
0.55556,melting
0.5,Phocion
0.56944,attentions
0.5,campaign-trail
0.5,press
0.5,candidate
0.48611,no-bull
0.5,throwback
0.5,1970s
0.5,zips
0.63889,go-for-broke
0.55556,heralds
0.44444,phoniness
0.54167,female-bonding
0.63889,Divine
0.5,Secrets
0.5,Sisterhood
0.5,Goes
0.65278,gusto
0.5,Scorpion
0.5,Barbarian
0.61111,Promises
0.5,barriers
0.54167,Unexpected
0.69444,authentically
0.5,impulsive
0.5,hallmark
0.43056,uncommonly
0.5,frank
0.51389,libretto
0.66667,ideally
0.61111,capturing
0.5,lyricism
0.68056,sincerely
0.48611,traffic
0.5,jam
0.15278,grotesquely
0.5,maintains
0.52778,Credit
0.5,DiCaprio
0.625,watchable
0.43056,valley-girl
0.5,Dench
0.5,lulls
0.51389,129-minute
0.5,dutifully
0.56944,heartstrings
0.5,Dean
0.44444,Deblois
0.5,Sanders
0.66667,valiantly
0.73611,Ambitious
0.45833,psychodrama
0.54167,rough-around-the-edges
0.41667,constraints
0.5,Byler
0.5,pic
0.5,sentiments
0.55556,explanations
0.44444,Manages
0.5,wallowing
0.47222,hormonal
0.5,comedy-drama
0.63889,fulfill
0.5,dreams
0.59722,smooth
0.61111,professional
0.625,Blithely
0.48611,slyly
0.55556,achronological
0.5,1950
0.5,Doris
0.33333,ugly
0.81944,Triumph
0.27778,Discursive
0.38889,Trouble
0.48611,terminally
0.55556,smitten
0.5,troubadour
0.54167,acolytes
0.5,verite
0.31944,assassination
0.5,F.
0.51389,Kennedy
0.5,Blair
0.5,Witch
0.5,techniques
0.51389,territory
0.63889,guts
0.61111,aplenty
0.63889,bonus
0.33333,worry
0.56944,subjected
0.29167,farts
0.5,urine
0.30556,feces
0.48611,semen
0.48611,substances
0.38889,overrun
0.43056,limbo
0.65278,truth-telling
0.5,door
0.5,liberation
0.5,89
0.16667,horrendously
0.375,confusing
0.5,native
0.5,Mexican
0.5,Desplat
0.55556,transfixes
0.5,Mora
0.40278,Hitler-study
0.18056,Snide
0.33333,Prejudice
0.875,joyful
0.61111,solo
0.43056,Breaking
0.5,sustain
0.5,conclusion
0.27778,lagging
0.5,guiltless
0.5,evening
0.23611,Deflated
0.55556,zippy
0.56944,jazzy
0.70833,Performances
0.5,tops
0.55556,leads
0.77778,Oscar-caliber
0.45833,Everything
0.52778,Waters-like
0.5,dances
0.63889,falling
0.5,calling
0.5,education
0.5,demonstration
0.65278,painstaking
0.5,imparting
0.5,May
0.58333,impair
0.5,highway
0.5,patrolman
0.5,nuts
0.18056,cold-fish
0.44444,Copmovieland
0.5,routes
0.54167,awareness
0.45833,overlooked
0.34722,misconceived
0.51389,5
0.72222,brilliance
0.55556,dutiful
0.55556,efforts
0.55556,disciplined
0.38889,grade-grubbers
0.47222,frame
0.5,collectively
0.55556,vowing
0.5,Foster
0.5,Whitaker
0.5,lioness
0.55556,protecting
0.5,cub
0.36111,reluctant
0.29167,incapable
0.41667,controlling
0.66667,Undoubtedly
0.5,tattoos
0.51389,wear
0.58333,misty
0.5,rate
0.75,magical
0.59722,modesty
0.375,predicament
0.61111,fits
0.47222,intriguingly
0.66667,contemplative
0.5,realized
0.29167,rude
0.54167,catalytic
0.5,holy
0.36111,fool
0.44444,cutthroat
0.55556,unrelenting
0.5,insistence
0.5,opting
0.66667,goal
0.41667,frighten
0.29167,disturb
0.90278,spectacularly
0.63889,shiver-inducing
0.55556,nerve-rattling
0.5,perspectives
0.61111,ideological
0.5,differences
0.72222,Brilliantly
0.5,Yellow
0.5,Asphalt
0.40278,predictability
0.40278,slowness
0.58333,perkiness
0.73611,first-rate
0.43056,no-frills
0.58333,docu-Dogma
0.40278,plainness
0.5,lingers
0.45833,invisible
0.52778,psychic
0.5,boxes
0.5,multiple
0.41667,strands
0.5,wrote
0.36111,Shakespeare
0.51389,Throughout
0.69444,dashing
0.56944,old-fashioned-movie
0.58333,unburdened
0.43056,pretensions
0.5,significance
0.95833,fabulous
0.77778,noteworthy
0.5,supply
0.5,clears
0.29167,cynicism
0.52778,righteousness
0.5,Harmon
0.375,less-is-more
0.5,bump-in
0.68056,the-night
0.38889,crawlies
0.54167,hidden
0.48611,shadows
0.63889,hint
0.61111,Hitchcockian
0.54167,tact
0.5,daunting
0.55556,promotes
0.625,reasonable
0.5,support
0.43056,scattershot
0.30556,terrorizing
0.56944,conquer
0.5,reflection
0.58333,prospect
0.52778,Will
0.44444,ape
0.5,swinging
0.5,trees
0.38889,hooting
0.66667,praises
0.61111,agreeably
0.5,close-ups
0.52778,sheerly
0.65278,appeal
0.5,Of
0.27778,embarrassed
0.63889,cherished
0.58333,seductive
0.38889,unrepentantly
0.55556,Rice
0.5,Vampire
0.5,Chronicles
0.52778,pageantry
0.5,Day-Lewis
0.5,roars
0.5,P.T.
0.72222,grandness
0.51389,equalizer
0.38889,ills
0.5,Twenty
0.5,touchstone
0.72222,poetic
0.5,strict
0.5,species
0.5,artifice
0.5,Lady
0.5,Duke
0.55556,theatrical
0.51389,virtually
0.22222,despicable
0.72222,well-constructed
0.44444,Revolution
0.5,9
0.625,interestingly
0.5,Magnolia
0.51389,Lynch
0.5,Mulholland
0.5,Dr.
0.51389,Schepisi
0.56944,aided
0.5,Gosford
0.5,Park
0.5,Mirren
0.65278,succeeded
0.5,inescapable
0.5,Hitchens
0.36111,bottom
0.55556,flower
0.48611,purge
0.5,tooth
0.44444,claw
0.22222,amateurish
0.63889,compassionately
0.5,portrayed
0.65278,persuasive
0.41667,defeated
0.5,defiant
0.5,flux
0.5,Takes
0.5,figure
0.5,begun
0.63889,bronze
0.56944,craft
0.47222,staggeringly
0.66667,intellect
0.47222,self-hating
0.625,Witty
0.33333,disguised
0.43056,pays
0.5,turntablists
0.44444,beat
0.58333,jugglers
0.5,schoolers
0.70833,innovators
0.5,documenting
0.61111,Got
0.5,jones
0.5,Then
0.5,Twin
0.51389,Peaks
0.88889,Astonishing
0.5,frames
0.79167,profound
0.59722,ethical
0.51389,quintet
0.61111,112-minute
0.51389,length
0.5,judge
0.38889,RINGU
0.48611,Many
0.45833,dampened
0.5,familiarity
0.5,serve
0.83333,literate
0.5,roundelay
0.5,partners
0.5,functions
0.52778,interplay
0.5,partnerships
0.48611,Gator-bashing
0.61111,motherhood
0.44444,deferred
0.58333,explored
0.45833,Blue
0.54167,Crush
0.5,swims
0.375,Sleeper
0.5,Summer
0.61111,award
0.5,engulfed
0.5,chick
0.51389,enterprise
0.56944,wait
0.5,dollar
0.38889,haywire
0.5,manifesto
0.55556,listen
0.5,Tori
0.58333,Amos
0.5,records
0.19444,dehumanizing
0.36111,ego-destroying
0.33333,unemployment
0.5,MTV
0.5,Undressed
0.5,20
0.58333,indulgently
0.68056,cultivated
0.18056,pissed
0.55556,handiwork
0.5,seams
0.22222,pushiness
0.5,decibel
0.44444,volume
0.59722,craftsmanship
0.55556,intergalactic
0.40278,blood-curdling
0.5,design
0.5,choreography
0.76389,intoxicating
0.55556,consumed
0.61111,lust
0.34722,crushed
0.54167,conjures
0.44444,fumes
0.5,painted
0.5,Rembrandt
0.5,Suspend
0.34722,disbelief
0.43056,shaking
0.5,Trades
0.29167,run-of-the-mill
0.375,unease
0.72222,influential
0.61111,Implicitly
0.51389,acknowledges
0.51389,chicanery
0.51389,self-delusion
0.5,businesses
0.44444,tooled
0.33333,terrorism
0.5,Director-writer
0.5,Bille
0.5,August
0.5,depicts
0.68056,economical
0.5,deterioration
0.5,Barbara
0.26389,anger
0.52778,Victor
0.5,Rosa
0.52778,internalized
0.5,transparency
0.55556,naughty
0.44444,just-above-average
0.5,Topics
0.56944,sailor
0.55556,blush
0.69444,perfected
0.40278,self-aggrandizing
0.625,motivated
0.58333,documentary-making
0.5,Raimondi
0.5,Cary
0.5,Room
0.56944,Houseboat
0.5,Goose
0.5,affectionate
0.22222,irresponsible
0.5,latches
0.5,None
0.625,frosting
0.5,bowl
0.52778,flame-like
0.38889,roiling
0.80556,inspires
0.52778,trembling
0.69444,gratitude
0.125,pungent
0.34722,bite
0.51389,fall
0.22222,abysmal
0.51389,Argentine
0.5,Fabian
0.5,Bielinsky
0.51389,wallet
0.5,Diane
0.5,Lane
0.5,Takashi
0.70833,Miike
0.44444,pushing
0.5,envelope
0.5,Ichi
0.38889,rigid
0.47222,Witch-style
0.5,mockumentary
0.79167,Exhilarating
0.45833,blatantly
0.33333,biased
0.055556,horrible
0.61111,exceedingly
0.55556,mechanisms
0.38889,poverty
0.65278,transcend
0.55556,atmospherics
0.34722,abrasive
0.5,burn
0.69444,heroine
0.5,irrigates
0.5,Hawn
0.56944,bond
0.55556,Banger
0.5,Sisters
0.58333,nailbiter
0.41667,skewed
0.5,Kieran
0.5,Culkin
0.5,Reader
0.51389,Digest
0.5,defend
0.38889,frothing
0.5,ex-girlfriend
0.5,Domino
0.59722,natural-seeming
0.75,pleasingly
0.61111,emphatic
0.23611,claustrophobic
0.38889,obsessive
0.5,real-life
0.5,basis
0.625,embellishment
0.51389,sit
0.5,Kline
0.51389,pondering
0.68056,Originality
0.5,menu
0.5,invasion
0.63889,Undisputed
0.5,1940s
0.027778,dreadful
0.33333,expected
0.38889,cribbed
0.5,Lang
0.5,Welles
0.5,Kane
0.5,Eisenstein
0.5,Potemkin
0.5,Rintar么
0.56944,lasting
0.5,Crane
0.65278,evolves
0.5,Pierce
0.51389,Brosnan
0.47222,72-year-old
0.48611,slowed
0.23611,aimlessness
0.59722,Jessica
0.55556,poem
0.5,transgression
0.44444,Creeps
0.5,Nakata
0.5,90
0.5,seldom
0.5,hammy
0.58333,honorably
0.375,burns
0.51389,Kahlories
0.5,Christmas
0.5,Future
0.52778,baby
0.5,boomers
0.5,Aragorn
0.5,Arwen
0.5,Fellowship
0.98611,perfection
0.5,category
0.51389,X-Men
0.26389,obnoxious
0.52778,clout
0.65278,welcomes
0.55556,dash
0.58333,avant-garde
0.55556,fused
0.5,affords
0.5,executive
0.5,producer
0.51389,shrewd
0.5,abroad
0.375,Saddled
0.43056,unwieldy
0.5,angles
0.5,payoff
0.40278,stomach-turning
0.55556,lore
0.58333,hallmarks
0.54167,largest-ever
0.5,Fraser
0.70833,resourceful
0.19444,frustrating
0.54167,tougher
0.5,Russell
0.52778,Mask
0.33333,Blob
0.5,meets
0.5,Otto-Sallies
0.61111,classical
0.5,Freud
0.45833,sport
0.55556,reclaiming
0.5,Carmen
0.55556,recreating
0.5,idiom
0.83333,soars
0.51389,globe
0.59722,panoramic
0.55556,large-screen
0.52778,swooping
0.34722,locales
0.5,scooping
0.61111,festival
0.5,rhythm
0.5,Demonstrates
0.38889,subjective
0.58333,Expect
0.61111,discoveries
0.45833,sits
0.5,Undercover
0.5,white
0.29167,fumbled
0.5,Ayres
0.5,Cox
0.65278,Nijinsky
0.5,diaries
0.80556,fiery
0.66667,familial
0.45833,separation
0.5,societal
0.5,shoulders
0.5,Nancy
0.5,Savoca
0.47222,forged
0.45833,still-raw
0.36111,unsettled
0.5,9月11日
0.61111,consistent
0.5,espoused
0.66667,Resurrection
0.23611,banal
0.80556,Loved
0.51389,Ones
0.59722,flirts
0.51389,kitsch
0.61111,commands
0.61111,Romantic
0.61111,Dogme
0.5,bedfellows
0.70833,compatible
0.47222,beast
0.5,Wife
0.5,Actress
0.61111,companionable
0.55556,Island
0.31944,Lost
0.5,Dreams
0.5,Rodriguez
0.5,adorns
0.5,family-film
0.76389,maturity
0.375,lacking
0.36111,Based
0.5,Dave
0.69444,benefits
0.47222,overlapping
0.5,Bouquet
0.69444,masterly
0.55556,preciseness
0.72222,content
0.48611,pseudo-bio
0.5,doles
0.52778,job
0.44444,versions
0.61111,cleaner
0.5,first-time
0.77778,Denzel
0.43056,guessing
0.55556,84
0.51389,glance
0.70833,head-turner
0.56944,thoughtfully
0.625,humanizing
0.55556,hamming
0.66667,nonjudgmental
0.44444,prostitute
0.43056,lonely
0.43056,needy
0.61111,clients
0.77778,good-hearted
0.5,Tully
0.56944,self-assured
0.66667,town
0.30556,regret
0.61111,appeals
0.55556,filmgoing
0.5,Smith
0.5,implication
0.47222,truncheoning
0.81944,Wow
0.5,!?
0.5,Kiarostami
0.55556,casual
0.81944,marvelously
0.5,catalyst
0.26389,restrictive
0.36111,chaotic
0.73611,celebrated
0.5,spotlight
0.5,Numbers
0.5,widget
0.68056,indulgent
0.48611,sunbaked
0.61111,summery
0.5,Lucia
0.5,claustrophic
0.5,attics
0.5,inevitably
0.45833,consigned
0.75,well-done
0.58333,self-reflexive
0.5,Texan
0.5,unlimited
0.5,access
0.5,church
0.51389,meetings
0.54167,elect
0.5,employs
0.44444,imposed
0.56944,sensibilities
0.5,Do
0.58333,Right
0.5,Jagger
0.48611,Stoppard
0.5,Apted
0.66667,Greengrass
0.63889,Don
0.5,Mullan
0.51389,forgoes
0.5,socio-political
0.51389,Northern
0.48611,pulsating
0.47222,frightening
0.68056,often-funny
0.55556,craftsmen
0.5,Mama
0.5,Africa
0.5,peek
0.5,autobiographical
0.55556,gesture
0.61111,Shindler
0.52778,List
0.63889,distinctive
0.79167,cleverness
0.5,camerawork
0.5,Seeing
0.5,Seinfeld
0.5,watches
0.5,appearance
0.5,Letterman
0.43056,clinical
0.5,Speaks
0.61111,symbiotic
0.45833,tormented
0.5,heritage
0.48611,faceless
0.33333,audacity
0.38889,tragedies
0.55556,deserving
0.63889,preserving
0.61111,Hailed
0.51389,neo-Hitchcockianism
0.72222,accurately
0.5,Chabrolian
0.375,stooping
0.33333,gooeyness
0.5,centre
0.5,mid-seventies
0.63889,Michel
0.38889,Piccoli
0.56944,pursuers
0.5,Heidi
0.5,Mai
0.54167,Thi
0.5,Charles
0.5,III
0.5,applies
0.80556,heroic
0.5,persistence
0.375,shapeless
0.51389,Sorcerer
0.22222,oppressive
0.33333,gore
0.61111,uniquely
0.44444,spends
0.18056,ludicrous
0.5,Be
0.5,prepared
0.47222,cling
0.5,hook
0.51389,Thumbs
0.5,Paxton
0.44444,trap
0.45833,vanity
0.61111,disarmingly
0.59722,strikingly
0.44444,devious
0.54167,Sensitive
0.5,reconstruction
0.45833,warlord
0.55556,dustbin
0.5,highlighted
0.5,Koepp
0.58333,elevates
0.44444,rumination
0.5,commerce
0.5,Short-story
0.58333,quaint
0.65278,touchingly
0.52778,mending
0.55556,communication
0.5,Eudora
0.5,Welty
0.5,Marker
0.5,essayist
0.69444,tasteful
0.5,revision
0.55556,wonders
0.69444,enhancing
0.5,subtext
0.51389,richer
0.47222,morals
0.5,salt
0.48611,wounds
0.19444,tortured
0.375,creeps
0.79167,crowdpleaser
0.48611,Bound
0.52778,howlingly
0.5,matters
0.72222,goodness
0.5,signpost
0.56944,communicates
0.55556,curiously
0.51389,biting
0.44444,chilled
0.55556,breath
0.5,oral
0.5,Jackie
0.5,Chan
0.5,signals
0.63889,Rick
0.5,Famuyiwa
